keck_Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Address,,Address,Address,Address
Career Onboarding (Explore Limitless Opportunities.  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carpal Tunnel Syndrome (We offer personalized care for carpal tunnel syndrome and to give you relief from symptoms like pain, tingling and weakness.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cartilage Damage and Repair (We offer personal attention and the latest treatments for cartilage damage, including innovative cartilage repair approaches.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cataract Surgery (Our experienced eye care team offers conventional and femtosecond laser cataract surgery.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cataracts (Our expert eye care specialists treat cloudy vision caused by cataracts.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebrospinal Fluid Hypotension (Our multidisciplinary center of excellence offers fast and complete care for cerebrospinal fluid hypotension.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cervical Disc Replacement Surgery (Our team provides advanced pain management, rehabilitation and artificial disc replacement surgery for degenerative disc disease. )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cervical Spine Fractures and Dislocations (Our spine doctors expertly manage cervical spine injuries with care that fits your needs and meets your recovery goals.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cervical Spine Infections (Our skilled spine specialists diagnose and treat all types of cervical spine infections.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cervical Spine Tumors (We offer complete care to diagnose and treat cervical spine tumors, including complex and rare types of spine cancer.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiari Malformations (Our brain and spine experts work together to provide leading-edge care for Chiari malformations.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chordoma (Our experienced team of chordoma specialists leverages the latest technologies and surgical techniques to treat this rare type of spinal tumor. ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chronic Sinusitis (We offer the latest treatments for chronic sinusitis, to relieve sinus infection symptoms and help you feel better faster.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical Nutrition (Our dietitians offer evidence-based clinical nutrition care to help you manage and achieve your health goals. ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical Trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical Trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical Trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical Trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cochlear Implantation for Sensorineural Hearing Loss (We offer the latest advancements in cochlear implants to enhance the quality of life in people with sensorineural hearing loss.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cochlear Implants (Our cochlear implant care team provides expert care and support to enhance hearing and improve your quality of life.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collateral Ligament of the Knee (We offer expert, state-of-the-art treatment for collateral ligament knee injuries, including MCL and LCL sprains and tears.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colonoscopy (Get a colonoscopy procedure from a colorectal team whose expertise and opinion you can trust.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colonoscopy Prep (Proper preparation for a colonoscopy is essential to ensure accurate results and a safe procedure.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colorectal Cancer Care (Our doctors are highly experienced in the prevention, diagnosis and treatment of all stages of colorectal cancer.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorectal Surgery (Our board-certified surgeons are experts in every aspect of colorectal disease. ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continent Ileostomy (Our experts offer seamless and minimally invasive approaches to treat ulcerative colitis.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornea Transplant (Our fellowship-trained surgeons deliver expert care for damage or injury to the eye’s surface.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corneal and External Disease (Our expert medical and surgical specialists treat disorders affecting the surface of the eye.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corneal Cross-Linking (CXL) for the Treatment of Keratoconus (We offer corneal cross-linking (CXL), an innovative treatment for keratoconus.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craniocervical Junction Disorders (Our experts provide advanced testing and treatments for all types of disorders of the bones that join the head and the neck. ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Craniocervical Tumors (We offer patient-centered care to treat craniocervical tumors, including bone cancer in your neck and spine.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Critical Care Institute (When a loved one is seriously ill or injured, count on our critical care specialists for world-class, patient-centered intensive care.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cystic Fibrosis Care (We work to decrease symptoms and improve the quality of life for people living with cystic fibrosis. ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deep Brain Stimulation Care (Our experts provide deep brain stimulation to reduce your movement disorder symptoms, such as tremors and other uncontrolled movements.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Degenerative Disc Disease (From medication to physical therapy to surgery, our spine experts offer complete care for back and neck pain caused by degenerative disc disease. )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dermatology (We provide expert care for all types of skin conditions and use advanced techniques to keep your skin healthy. ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dermatopathology (Our expert pathologists provide a full array of diagnostic services for skin, hair and nail diseases.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deviated Septum (Our ear, nose and throat (ENT) experts offer the latest deviated septum treatments.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diabetes (Our experts offer team-managed care of diabetes in adolescents and adults with an emphasis on management and education.  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIEP Flap Surgery (Our fellowship-trained surgeons specialize in DIEP flap surgery for patients who need breast reconstruction care.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digestive Health Care (The USC Digestive Health Institute experts specialize in advanced care for digestive disorders and digestive diseases.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discectomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dislocated Intraocular Lenses (Our team of eye care specialists treats eye conditions caused by aging or previous surgeries.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRAFT Keck Medicine Careers2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ear Canal Stenosis and Ear Canal Exostoses (Our ear, nose and throat experts offer the latest treatments for ear canal problems.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ear, Nose and Throat Care (Our USC Caruso Department of Otolaryngology – Head and Neck Surgery specialists provide personalized care for a range of ear, nose and throat conditions.  )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emergency (Advanced emergency care, ready when you need it most.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emergency Services (Our experts provide emergency care 24 hours a day, seven days a week, at locations in Southern California.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
En Bloc Esophagectomy (Remove the tumor in your esophagus with an en bloc esophagectomy from specially trained surgeons.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endocrinology (Our endocrinologists are experts in treating endocrine diseases and disorders, including diabetes, thyroid disease and adrenal and pituitary gland disorders.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endoscopic Mucosal Ablation (Our providers offer endoscopic mucosal ablation to treat GERD or digestive tract blockages and pre-cancerous abnormalities. ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endoscopic Treatments for Weight Loss (Our endobariatrics team provides minimally invasive digestive health care treatments for weight loss.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endourology and Kidney Stone Care (Our experts treat people with complex kidney stones and other complicated diseases involving the kidneys, ureter, bladder and urinary tract.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enhanced Recovery After Surgery (We provide the highest level of patient comfort for surgery preparation and recovery),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epiglottis Surgery (If you have trouble breathing during sleep, an epiglottidectomy can be key to relieving your symptoms.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epilepsy Care (Our experts can help you regain a healthy, productive life, whether the kind of epilepsy you have is simple or complex.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilepsy Consortium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esophageal Surgery (Our surgeons are internationally regarded specialists in a wide range of esophageal surgery procedures. ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Executive Health Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extracorporeal Life Support Program (Our team specializes in using potentially lifesaving technology to help critically ill patients experiencing heart failure or lung disease.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye Cancer (Our compassionate team of ocular oncologists brings you the latest treatments for noncancerous and cancerous eye tumors.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eye Care (Our USC Roski Eye Institute experts have been providing exceptional eye care for more than 40 years, leading the way in innovative treatments personalized to your needs.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eye Infections (We offer complete care for a wide variety of eye infections, including pink eye.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eyelid Surgery (Blepharoplasty) (Our expert team offers cosmetic and functional surgery to restore eyesight and improve appearance.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facial Laceration Repair (Get trusted care for facial lacerations to ensure minimal scarring and optimal healing.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Facial Nerve Care (If facial nerve damage impacts your ability to change facial expressions, our experts can help.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facial Plastic and Reconstructive Surgery Care (Our plastic and reconstructive surgery team offers surgical and nonsurgical options to help you achieve your wellness and cosmetic goals.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failed Hindfoot Fusion (We offer trusted care to relieve ankle pain from failed hindfoot fusion surgery.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Family Medicine Care (Our family medicine team offers comprehensive care to babies, kids, teens, adults and seniors.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fellowship Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fellowship Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fellowships and Residencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female Urology Care (Our nationally and internationally recognized urologic surgeons and physicians specialize in the diagnosis and management of all female urologic conditions.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focal Therapy for Prostate Cancer (Our USC Urology experts offer a variety of noninvasive focal therapy treatment options.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foot and Ankle Care (Our experienced doctors provide personalized foot and ankle treatments so you can return to the activities you love.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frozen Shoulder (Our experts provide advanced care to manage the pain and loss of motion caused by frozen shoulder.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastric Pacemaker (Our providers offer gastric pacemakers to treat gastroparesis and other stomach dysfunctions.  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastric Sleeve Surgery (Our surgeons offer laparoscopic sleeve gastrectomy to help you with weight loss and your overall health.  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gastrointestinal Cancer (Our best-in-class cancer specialists work together to give you personalized care for cancers of the digestive tract.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gastrointestinal Surgery Program (Our expert surgeons provide compassionate, tailored care using state-of-the-art minimally invasive techniques for faster recovery and less pain.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gender-Affirming Care (Our specialists provide a full range of gender-affirming care and transition-related health services for transgender, non-binary and gender-diverse patients.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Therapy (Our specialists offer cancer patients new hope with advanced new treatments using DNA.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genetic Testing for Cancer (We use genetic cancer testing to help you understand your cancer risk and find ways to prevent cancer.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GERD (Gastroesophageal Reflux Disease) (Our esophageal experts offer holistic GERD and acid reflux care.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geriatric Care (At Keck Medicine of USC, our experts offer a full continuum of care to meet the personalized health needs of seniors aged 50 and over.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaucoma (Our skilled eye care specialists offer state-of-the-art glaucoma diagnostics and treatments. ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goiter (Our thyroid specialists provide expert goiter care — from diagnosis to treatment and recovery.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Granuloma (Our ear, nose and throat (ENT) experts offer the latest granuloma treatments.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gynecologic Cancer Care (We offer innovative, personalized treatment for all types of gynecologic cancer, including rare and complex conditions. )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair Restoration Transplant (Our skilled surgeons specialize in hair restoration and have advanced experience in hair transplant surgery.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hand and Upper Limb Care (Our orthopedic surgeons use the latest advances to treat all types of injuries and conditions affecting the hands and extremities.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hand Therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Head and Neck Center (Our multidisciplinary team provides expert clinical and emotional support for you and your family — from diagnosis to treatment to rehabilitation.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Headache and Neuralgia Care (If you live with severe headaches or neuralgia, our specialists can help you manage symptoms so you can live pain-free.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hearing and Balance Care (Our specialists give you expert treatment for hearing loss and dizziness — and we customize our treatment just for you.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart and Vascular Care (Our USC Cardiac and Vascular Institute team designs heart and vascular treatments specifically for you to give you the best outcome.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Health Care (We use cutting-edge therapies to reduce your risk of heart disease and improve your quality of life.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heart Transplant Program (Our experts offer complete medical and surgical care for advanced heart failure, heart transplantation and mechanical circulatory support.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart Valve Repair and Replacement (Our doctors offer advanced heart valve repair and replacement treatment therapies to care for people with complex heart valve conditions.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hematology (Our hematologists offer specialized care and advanced treatment options for a wide range of blood diseases and disorders.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
